item's link,item's name,Hero name,Type of the item,item's price,min price,max price,avg price,buys call 
https://market.dota2.net/item/533899500-2053203497-Genuine%20Doomling/,None,None,Курьер,210.35  , 62  ,None, 26  ,2
https://market.dota2.net/item/560562151-1249962255-Eternal%20Nymph%20Loading%20Screen/,Загрузочный экран: Eternal Nymph,None,Common ОбычнаяЗагрузочный экран,97  ,None,None,None,None
https://market.dota2.net/item/533899801-1625510296-Magnoceri%20Loading%20Screen/,Загрузочный экран «Magnoceri»,None,Common StandardЗагрузочный экран,10  ,0.16 ,9.99 ,1.03 ,20
https://market.dota2.net/item/560562151-3025302460-Eternal%20Nymph%20Loading%20Screen/,Загрузочный экран: Eternal Nymph,None,Common ОбычнаяЗагрузочный экран,97  ,None,None,None,None
https://market.dota2.net/item/533899805-0-Mane%20of%20the%20Magnoceri/,Mane of the Magnoceri,Magnus,Uncommon StandardГолова,5  ,0.16 ,2.35 ,0.68 ,500+
https://market.dota2.net/item/560562151-4339004176-Eternal%20Nymph%20Loading%20Screen/,Загрузочный экран: Eternal Nymph,None,Common ОбычнаяЗагрузочный экран,97  ,None,None,None,None
https://market.dota2.net/item/533899805-3033175359-Mane%20of%20the%20Magnoceri/,Mane of the Magnoceri,Magnus,Uncommon ОбычнаяГолова,97  ,None,None,None,None
https://market.dota2.net/item/560562151-4652591767-Eternal%20Nymph%20Loading%20Screen/,Загрузочный экран: Eternal Nymph,None,Common StandardЗагрузочный экран,97  ,None,None,None,None
https://market.dota2.net/item/560562151-5025976804-Eternal%20Nymph%20Loading%20Screen/,Загрузочный экран: Eternal Nymph,None,Common ОбычнаяЗагрузочный экран,97  ,None,None,None,None
https://market.dota2.net/item/560562153-0-Verdant%20Shawl%20of%20the%20Father/,Verdant Shawl of the Father,Furion,Uncommon StandardСпина,0.5  ,0.4 ,1.94 ,0.56 ,500+
https://market.dota2.net/item/560562153-1625510296-Verdant%20Shawl%20of%20the%20Father/,Verdant Shawl of the Father,Furion,Uncommon StandardСпина,0.5  ,0.4 ,1.35 ,0.51 ,88
https://market.dota2.net/item/533907259-2032693646-Genuine%20Crystal%20Dryad/,None,Tiny,Immortal GenuineОружие,1 351  ,186.03 ,544 ,308.91 ,17
https://market.dota2.net/item/560562153-4251657186-Verdant%20Shawl%20of%20the%20Father/,Verdant Shawl of the Father,Furion,Uncommon ОбычнаяСпина,0.5  ,None,None,None,None
https://market.dota2.net/item/533999145-4589753372-Autographed%20Three%20Virtues/,None,None,Uncommon AutographedСтиль интерфейса,82.1  , 9  , 5.91  , 6.93  ,9
https://market.dota2.net/item/534094818-2149065743-Inscribed%20Shards%20of%20the%20Crystalline%20Comet/,None,Crystal Maiden,Rare InscribedОружие,50  ,None,None,None,None
https://market.dota2.net/item/534094818-3361783468-Inscribed%20Shards%20of%20the%20Crystalline%20Comet/,None,Crystal Maiden,Rare InscribedОружие,50  ,None,None,None,None
https://market.dota2.net/item/534162084-4762594146-Autographed%20Cyclone%20Wave%20Smasher%20of%20the%20Divine%20Anchor/,None,Kunkka,Legendary AutographedОружие,37.87  ,17 ,17 ,17 ,1
https://market.dota2.net/item/534201526-3361756715-Inscribed%20Spirit%20of%20Anger/,None,Lone Druid,Rare InscribedПризванное существо,70  ,4.4 ,70 ,30.79 ,6
https://market.dota2.net/item/534201526-3361756754-Inscribed%20Spirit%20of%20Anger/,None,Lone Druid,Rare InscribedПризванное существо,70  ,9.89 ,30 ,19.95 ,2
https://market.dota2.net/item/534201526-3361890749-Inscribed%20Spirit%20of%20Anger/,None,Lone Druid,Rare InscribedПризванное существо,70  ,None,None,None,None
https://market.dota2.net/item/534201526-3364574159-Inscribed%20Spirit%20of%20Anger/,None,Lone Druid,Rare InscribedПризванное существо,70  ,None,None,None,None
https://market.dota2.net/item/534296251-3361756664-Inscribed%20Cape%20of%20the%20Crystalline%20Comet/,None,Crystal Maiden,Uncommon InscribedСпина,50  ,None,None,None,None
https://market.dota2.net/item/534296251-3361872014-Inscribed%20Cape%20of%20the%20Crystalline%20Comet/,None,Crystal Maiden,Uncommon InscribedСпина,50  ,None,None,None,None
https://market.dota2.net/item/534296251-3383952644-Inscribed%20Cape%20of%20the%20Crystalline%20Comet/,None,Crystal Maiden,Uncommon InscribedСпина,50  ,None,None,None,None
https://market.dota2.net/item/534436416-253033514-Inscribed%20Shelter%20of%20the%20Crystalline%20Comet/,None,Crystal Maiden,Uncommon InscribedПлечи,50  ,None,None,None,None
https://market.dota2.net/item/534615453-253035049-Inscribed%20Blade%20of%20the%20Jade%20Serpent/,None,Juggernaut,Uncommon InscribedОружие,50  ,1.02 ,3 ,2.01 ,2
https://market.dota2.net/item/534901833-3361834845-Inscribed%20Collar%20of%20the%20Divine%20Anchor/,None,Kunkka,Uncommon InscribedСпина,17.25  ,8 ,8 ,8 ,1
https://market.dota2.net/item/534901839-253099618-Inscribed%20Boots%20of%20the%20Divine%20Anchor/,None,Kunkka,Mythical InscribedНоги,40  , 4.2  , 0.01  , 3  ,3
https://market.dota2.net/item/535033702-3363581085-Genuine%20Tail%20of%20the%20Scouring%20Dunes/,None,Sand King,Mythical GenuineСпина,32  ,14.02 ,14.02 ,14.02 ,1
https://market.dota2.net/item/535035778-0-Genuine%20Eternal%20Seasons%20Loading%20Screen/,None,None,Common GenuineЗагрузочный экран,95  ,13.28 ,126.18 ,64.99 ,3
https://market.dota2.net/item/560562155-950238796-Children%20of%20Verodicia/,Children of Verodicia,Furion,3-я способность,3.5  ,0.5 ,0.8 ,0.58 ,29
https://market.dota2.net/item/535037506-5212377445-Genuine%20Quiver%20of%20the%20Boreal%20Watch/,None,Drow Ranger,Uncommon GenuineРазное,26  , 16  ,None, 5  ,3
https://market.dota2.net/item/560562155-4423754324-Children%20of%20Verodicia/,Children of Verodicia,Furion,Rare Обычная3-я способность,97  ,None,None,None,None
https://market.dota2.net/item/535040140-3361764155-Inscribed%20Drapes%20of%20the%20Dragonfire/,None,Lina,Uncommon InscribedПояс,29  ,None,None,None,None
https://market.dota2.net/item/535040140-4811724149-Inscribed%20Drapes%20of%20the%20Dragonfire/,None,Lina,Uncommon InscribedПояс,29  ,None,None,None,None
https://market.dota2.net/item/535051771-3361786803-Inscribed%20Sword%20of%20Ascension/,None,Dragon Knight,Uncommon InscribedОружие,50  ,None,None,None,None
https://market.dota2.net/item/560563033-4161955683-Flame%20Bat/,Flame Bat,Batrider,Rare ОбычнаяЖивотное,97  ,None,None,None,None
https://market.dota2.net/item/535175501-3362283654-Inscribed%20Mortar%20Forge%20Claw/,None,Clockwerk,Uncommon InscribedWeapon,50  ,5.51 ,5.51 ,5.51 ,1
https://market.dota2.net/item/560563266-3734558167-Key%20of%20the%20Lucent%20Gate/,Key of the Lucent Gate,Obsidian Destroyer,Rare StandardОружие,97  ,None,None,None,None
https://market.dota2.net/item/535239480-3361758073-Inscribed%20Shield%20of%20Ascension/,None,Dragon Knight,Common InscribedДоп. оружие,50  ,None,None,None,None
https://market.dota2.net/item/560563266-4229748718-Key%20of%20the%20Lucent%20Gate/,Key of the Lucent Gate,Obsidian Destroyer,Rare ОбычнаяОружие,97  ,None,None,None,None
https://market.dota2.net/item/535431621-282041371-Inscribed%20Head%20of%20the%20Scouring%20Dunes/,None,Sand King,Rare InscribedТело/голова,50  ,None,None,None,None
https://market.dota2.net/item/535431621-624448876-Inscribed%20Head%20of%20the%20Scouring%20Dunes/,None,Sand King,Rare InscribedТело/голова,50  ,None,None,None,None
https://market.dota2.net/item/535431621-3362248108-Inscribed%20Head%20of%20the%20Scouring%20Dunes/,None,Sand King,Rare InscribedТело/голова,50  ,None,None,None,None
https://market.dota2.net/item/238125472-3365577714-Inscribed%20Hollow%20Jack/,None,None,Legendary InscribedКурьер,50  , 9  , 7  , 8  ,6
https://market.dota2.net/item/253264718-5238963658-Cursed%20Sanguine%20Moon%20Patch/,None,Lycan,Mythical CursedГолова,167  ,None,None,None,None
https://market.dota2.net/item/493639025-3361817765-Inscribed%20Tremor/,None,None,Uncommon InscribedСтиль интерфейса,92.15  , 6  , 4.32  , 5.63  ,6
https://market.dota2.net/item/238307546-427233614-Inscribed%20Dreaded%20Bravo%27s%20Guise/,None,Templar Assassin,Uncommon InscribedГолова,50  ,None,None,None,None
https://market.dota2.net/item/253269505-3365363153-Inscribed%20Golden%20Reel%20Guardian%20Arms/,None,Earthshaker,Common InscribedРуки,50  ,None,None,None,None
https://market.dota2.net/item/238333277-295691839-Inscribed%20Zaru%27Kina%20Protector%27s%20Cape/,None,Windranger,Common InscribedBack,50  ,4.65 ,4.65 ,4.65 ,1
https://market.dota2.net/item/329905083-0-Quiver%20of%20the%20Wild%20Wind/,Quiver of the Wild Wind,Windranger,Uncommon StandardЛевая рука,0.5  ,0.16 ,10 ,0.64 ,500+
https://market.dota2.net/item/238414717-4132047999-Inscribed%20Wavecrester/,None,Kunkka,Common InscribedСпина,50  ,None,None,None,None
https://market.dota2.net/item/253281464-3361756693-Inscribed%20Bracers%20of%20Forsaken%20Beauty/,None,Medusa,Common InscribedРуки,50  ,None,None,None,None
https://market.dota2.net/item/329905083-5025976753-Quiver%20of%20the%20Wild%20Wind/,Quiver of the Wild Wind,Windranger,Uncommon ОбычнаяДоп. оружие,97  ,None,None,None,None
https://market.dota2.net/item/417913071-3363672462-Inscribed%20Telebolt%20Projektor/,None,Clockwerk,Mythical Inscribed2-я способность,50  ,None,None,None,None
https://market.dota2.net/item/253291806-253185809-Frozen%20Storm-Stealer%27s%20Bracers/,None,Razor,Common FrozenРуки,65.98  ,0.5 ,14 ,2.56 ,85
https://market.dota2.net/item/495193232-3361757223-Inscribed%20Shadow%20Flame%20Arms/,None,Dazzle,Common InscribedРуки,60  ,None,None,None,None
https://market.dota2.net/item/329905087-4342294212-Style%20of%20the%20Wild%20Wind/,Style of the Wild Wind,Windranger,Uncommon StandardГолова,97  ,None,None,None,None
https://market.dota2.net/item/418134430-5239911872-Inscribed%20Greater%20Purifier/,None,Ember Spirit,Rare InscribedОружие,95  , 16  ,None,None,1
https://market.dota2.net/item/418540853-4635247108-Autographed%20Telebolt%20Projektor/,None,Clockwerk,Mythical Autographed2-я способность,82.06  ,None,None,None,None
https://market.dota2.net/item/253315041-452599480-Inscribed%20Coronet%20of%20the%20Mortal%20Coil/,None,Death Prophet,Rare InscribedГолова,50  ,None,None,None,None
https://market.dota2.net/item/329905091-0-Capelet%20of%20the%20Wild%20Wind/,Capelet of the Wild Wind,Windranger,Common StandardПлечи,None,0.09 ,4.9 ,0.53 ,500+
https://market.dota2.net/item/253315041-4840251602-Inscribed%20Coronet%20of%20the%20Mortal%20Coil/,None,Death Prophet,Rare InscribedГолова,50  ,None,None,None,None
https://market.dota2.net/item/497436537-3368921715-Autographed%20Abyssal%20Hellclaw/,None,Lion,Rare AutographedРуки,130  , 26  ,None,None,1
https://market.dota2.net/item/238972771-3361763296-Inscribed%20Tassets%20of%20the%20Red%20Conqueror/,None,Axe,Common InscribedПояс,50  ,None,None,None,None
https://market.dota2.net/item/253346826-3361772731-Inscribed%20Shoulders%20of%20the%20Fungal%20Lord/,None,Furion,Uncommon InscribedПлечи,50  ,None,None,None,None
https://market.dota2.net/item/423945047-3373130656-Inscribed%20Bracers%20of%20the%20Dead%20Reborn/,None,Wraith King,Common InscribedРуки,60  ,None,None,None,None
https://market.dota2.net/item/239319223-3446453241-Inscribed%20Spear%20of%20the%20Golden%20Mane/,None,Phantom Lancer,Uncommon InscribedОружие,50  ,None,None,None,None
https://market.dota2.net/item/253362253-4126406896-Frozen%20Redwood%20Claws/,None,Ursa,Rare FrozenОружие,599  , 42.01  , 40  , 42  ,5
https://market.dota2.net/item/427643527-3361769522-Inscribed%20Gombangdae%20Dosa%20Arms/,None,Dark Seer,Common InscribedРуки,11.9  ,1.32 ,1.32 ,1.32 ,1
https://market.dota2.net/item/427643527-3361772294-Inscribed%20Gombangdae%20Dosa%20Arms/,None,Dark Seer,Common InscribedРуки,11.9  ,1.32 ,1.32 ,1.32 ,1
https://market.dota2.net/item/239484229-3361756657-Inscribed%20Heavy%20Gauntlets%20of%20the%20World%20Runner/,None,Spirit Breaker,Common InscribedРуки,50  ,None,None,None,None
https://market.dota2.net/item/428074454-3361758269-Inscribed%20Noble%20Warrior%20Spear/,None,Phantom Lancer,Rare InscribedОружие,50  ,None,None,None,None
https://market.dota2.net/item/239540909-1964120044-Inscribed%20Rough%20Rider%27s%20Tools/,None,Batrider,Common InscribedПояс,50  ,0.51 ,0.51 ,0.51 ,1
https://market.dota2.net/item/432164463-1666475965-Inscribed%20Cape%20of%20the%20Dead%20Reborn/,None,Wraith King,Uncommon InscribedСпина,43.1  , 3  , 2.26  , 2.44  ,9
https://market.dota2.net/item/239774169-3361768000-Inscribed%20Twelve-Tusks%20the%20Cape%20of%20Boars/,None,Juggernaut,Common InscribedСпина,50  ,None,None,None,None
https://market.dota2.net/item/253439969-253493150-Frozen%20Besieging%20Bow/,None,Death Prophet,Rare FrozenГолова,10.26  ,0.5 ,20 ,5.18 ,7
https://market.dota2.net/item/240131235-3361839464-Inscribed%20Caustic%20Glare/,None,Sand King,Uncommon InscribedТело/голова,18.9  ,1.97 ,1.97 ,1.97 ,1
https://market.dota2.net/item/447757492-253185809-Frozen%20Belt%20of%20the%20Arsenal%20Magus/,None,Invoker,Common FrozenПояс,162  ,45 ,100 ,72.5 ,2
https://market.dota2.net/item/240141190-3363695228-Inscribed%20Brutal%20Crescent%20of%20the%20Conquering%20Tyrant/,None,Centaur Warchief,Uncommon InscribedОружие,50  ,None,None,None,None
https://market.dota2.net/item/240223763-3361787400-Inscribed%20Shield%20of%20the%20Hidden%20Talent/,None,Silencer,Uncommon InscribedДоп. оружие,50  ,None,None,None,None
https://market.dota2.net/item/240247559-3361756657-Inscribed%20Sacred%20Bones%20Chopper/,None,Huskar,Common InscribedДоп. оружие,45.3  ,0.6 ,50 ,21.07 ,3
https://market.dota2.net/item/466372274-1625510296-Axe%20of%20the%20Harbinger/,Axe of the Harbinger,Axe,Оружие,0.5  ,0.48 ,6.36 ,1 ,117
https://market.dota2.net/item/253482057-4151444918-Inscribed%20Shoulderguards%20of%20the%20Penitent%20Nomad/,None,Chen,Common InscribedПлечи,7.2  ,None,None,None,None
https://market.dota2.net/item/253486663-253185809-Frozen%20Gift%20of%20the%20Sea%20Head/,None,Morphling,Rare FrozenГолова,2  ,0.5 ,17 ,2.35 ,130
https://market.dota2.net/item/329905117-0-Strength%20of%20the%20Demon%20Stone/,Strength of the Demon Stone,None,Загрузочный экран,8  ,0.05 ,25 ,0.74 ,500+
https://market.dota2.net/item/329905117-4236417593-Strength%20of%20the%20Demon%20Stone/,Strength of the Demon Stone,None,Uncommon ОбычнаяЗагрузочный экран,8  ,None,None,None,None
https://market.dota2.net/item/329905119-57943523-Imbued%20Stone/,Imbued Stone,None,Uncommon StandardСтиль интерфейса,34.6  ,1.01 ,100 ,13.71 ,500+
https://market.dota2.net/item/240526472-4260029698-Inscribed%20Sleeves%20of%20the%20Ephemeral%20Haunt/,None,Spectre,Common InscribedРазное,50  ,None,None,None,None
https://market.dota2.net/item/240792217-3361757477-Inscribed%20Crown%20of%20the%20Brood%20Queen/,None,Broodmother,Common InscribedГолова,25  ,None,None,None,None
https://market.dota2.net/item/497876011-560547157-Inscribed%20Yulsaria%27s%20Glacier/,None,Crystal Maiden,Голова,110.1  ,5 ,221 ,40.23 ,211
https://market.dota2.net/item/329905123-0-Three%20Virtues/,Three Virtues,None,Стиль интерфейса,149  ,1.01 ,155 ,11.63 ,500+
https://market.dota2.net/item/497876011-560567961-Inscribed%20Yulsaria%27s%20Glacier/,None,Crystal Maiden,Immortal InscribedГолова,110.1  ,20.73 ,99.82 ,58.35 ,12
https://market.dota2.net/item/466372279-1363875546-Totem%20of%20Deep%20Magma/,Totem of Deep Magma,Earthshaker,Оружие,440  ,31.98 ,60 ,43.76 ,15
https://market.dota2.net/item/497876011-562793684-Inscribed%20Yulsaria%27s%20Glacier/,None,Crystal Maiden,Immortal InscribedГолова,110.1  ,90.7 ,90.7 ,90.7 ,1
https://market.dota2.net/item/241464096-0-Tory%20the%20Sky%20Guardian/,Tory the Sky Guardian,None,Курьер,0.5  ,0.5 ,32.99 ,2.01 ,500+
https://market.dota2.net/item/497876011-3362864725-Inscribed%20Yulsaria%27s%20Glacier/,None,Crystal Maiden,Immortal InscribedHead,110.1  ,89.22 ,89.22 ,89.22 ,1
https://market.dota2.net/item/241464096-4183635645-Tory%20the%20Sky%20Guardian/,Tory the Sky Guardian,None,Mythical StandardКурьер,97  ,None,None,None,None
https://market.dota2.net/item/497876011-5065718847-Inscribed%20Yulsaria%27s%20Glacier/,None,Crystal Maiden,Immortal InscribedГолова,110.1  ,90 ,178.99 ,134.5 ,2
https://market.dota2.net/item/329905166-1507031039-Foreteller%27s%20Robes%20Set/,Набор «Foreteller's Robes»,Death Prophet,Rare StandardН/Д,155  ,0.5 ,5 ,1.51 ,140
https://market.dota2.net/item/340911672-340885147-Auspicious%20Pauldron%20of%20the%20Silent%20Guardian/,None,Silencer,Uncommon AuspiciousПлечи,79.49  ,0.5 ,170 ,3.51 ,154
https://market.dota2.net/item/340911811-340885147-Auspicious%20Nightwatcher%27s%20Guard/,None,Skywrath Mage,Uncommon УдачливыйПлечи,19.89  ,0.5 ,19.9 ,3.01 ,75
https://market.dota2.net/item/329905079-4217792231-Twin%20Banner%20of%20the%20Dragon%20Guard/,Twin Banner of the Dragon Guard,Legion Commander,Uncommon ОбычнаяСпина,0.8  ,None,None,None,None
https://market.dota2.net/item/340911973-4692688612-Auspicious%20Crown%20of%20Entwined%20Fate/,None,Weaver,Rare AuspiciousСпина,97  ,None,None,None,None
https://market.dota2.net/item/177585080-3361783660-Inscribed%20Demon%20Blood%20Guard/,None,Axe,Пояс,3.1  ,1.5 ,1.5 ,1.5 ,1
https://market.dota2.net/item/340912077-340885147-Auspicious%20Starlight%20Dress/,None,Mirana,Uncommon УдачливыйСпина,5.99  ,0.5 ,20 ,2.96 ,154
https://market.dota2.net/item/177585080-3361785531-Inscribed%20Demon%20Blood%20Guard/,None,Axe,Uncommon InscribedПояс,50  ,9 ,9 ,9 ,1
https://market.dota2.net/item/329905083-5025976753-Quiver%20of%20the%20Wild%20Wind/,Quiver of the Wild Wind,Windranger,Uncommon ОбычнаяДоп. оружие,97  ,None,None,None,None
https://market.dota2.net/item/329905086-0-Song%20of%20the%20Wild%20Wind/,Song of the Wild Wind,Windranger,Rare StandardОружие,0.5  ,0.4 ,10 ,0.64 ,500+
https://market.dota2.net/item/340912328-4232880413-Auspicious%20Beard%20of%20the%20Woodland%20Outcast/,None,Furion,Common AuspiciousШея,97  ,None,None,None,None
https://market.dota2.net/item/340912350-3361757260-Auspicious%20Whiskers%20of%20Entwined%20Fate/,None,Weaver,Common AuspiciousHead,3.8  ,0.5 ,5 ,0.99 ,15
https://market.dota2.net/item/340912389-340885147-Auspicious%20Spirit%20of%20the%20Atniw/,None,Lone Druid,Rare УдачливыйПризванное существо,None,0.5 ,60 ,2.35 ,500+
https://market.dota2.net/item/329905089-0-Tail%20of%20the%20Wild%20Wind/,Tail of the Wild Wind,Windranger,Common StandardСпина,0.8  ,0.24 ,10 ,0.71 ,500+
https://market.dota2.net/item/340912544-340885147-Auspicious%20Shield%20of%20the%20Silent%20Guardian/,None,Silencer,Uncommon AuspiciousЛевая рука,6  ,0.5 ,16.87 ,1.41 ,118
https://market.dota2.net/item/329905093-0-Foreteller%27s%20Garment/,Foreteller's Garment,Death Prophet,Common StandardПояс,0.5  ,0.16 ,5 ,0.54 ,500+
https://market.dota2.net/item/329905093-1625510296-Foreteller%27s%20Garment/,Foreteller's Garment,Death Prophet,Пояс,0.5  ,0.48 ,3.2 ,0.62 ,26
https://market.dota2.net/item/340912669-340885147-Auspicious%20Mind%20Piercer%20of%20the%20Predator/,None,Nyx Assassin,Uncommon AuspiciousГолова,4.89  ,0.5 ,19.9 ,1.72 ,161
https://market.dota2.net/item/329905098-4269979034-Foreteller%27s%20Drapes/,Foreteller's Drapes,Death Prophet,Common ОбычнаяБроня,97  ,None,None,None,None
https://market.dota2.net/item/177585220-3339520913-Inscribed%20Berserker%27s%20Pauldron/,None,Axe,Common InscribedБроня,50  ,None,None,None,None
https://market.dota2.net/item/329905101-2537886543-Foreteller%27s%20Haircomb/,Foreteller's Haircomb,Death Prophet,Uncommon StandardГолова,5  ,None,None,None,None
https://market.dota2.net/item/329905109-1625510296-Flames%20of%20Prosperity/,Flames of Prosperity,None,Загрузочный экран,0.5  ,0.16 ,2.65 ,0.61 ,76
https://market.dota2.net/item/177585222-253037147-Inscribed%20Grand%20Curls%20of%20the%20Admirable%20Admiral/,None,Kunkka,Common InscribedГолова,50  ,None,None,None,None
https://market.dota2.net/item/145576547-706381593-Sandworn%20Visage%20of%20the%20Ancient%20Sovereign/,Sandworn Visage of the Ancient Sovereign,Sand King,Rare StandardТело — Голова,0.5  ,0.5 ,0.8 ,0.62 ,5
https://market.dota2.net/item/329905115-1625510296-Aria%20of%20the%20Wild%20Wind/,Aria of the Wild Wind,None,Загрузочный экран,1.9  ,0.48 ,19.99 ,2.22 ,109
https://market.dota2.net/item/329905115-4718339418-Aria%20of%20the%20Wild%20Wind/,Aria of the Wild Wind,None,Uncommon ОбычнаяЗагрузочный экран,97  ,None,None,None,None
https://market.dota2.net/item/145576550-715835681-Vestigial%20Wings%20of%20the%20Ancient%20Sovereign/,Vestigial Wings of the Ancient Sovereign,Sand King,Плечи,2.35  ,0.5 ,0.8 ,0.6 ,18
https://market.dota2.net/item/177585223-253033111-Inscribed%20Sword%20of%20the%20Admirable%20Admiral/,None,Kunkka,Common InscribedОружие,30  ,None,None,None,None
https://market.dota2.net/item/340913382-340885147-Auspicious%20Sigil%20of%20the%20Steppe/,None,Centaur Warchief,Rare УдачливыйСпина,1.49  ,0.5 ,25 ,2.68 ,157
https://market.dota2.net/item/177585223-3361757070-Inscribed%20Sword%20of%20the%20Admirable%20Admiral/,None,Kunkka,Common InscribedОружие,30  ,None,None,None,None
https://market.dota2.net/item/329905121-5184523495-Temple/,Temple,None,Uncommon ОбычнаяСтиль интерфейса,99.98  ,None,None,None,None
https://market.dota2.net/item/340913718-340885147-Auspicious%20Azuremir/,None,None,Курьер,24  ,0.5 ,117.56 ,25.1 ,500+
https://market.dota2.net/item/145576553-4372439559-Young%20Alchemist%27s%20Protection/,Young Alchemist's Protection,Alchemist,Uncommon ОбычнаяСпина,97  ,None,None,None,None
https://market.dota2.net/item/340913828-340885147-Auspicious%20Caustic%20Rack/,None,Sand King,Rare AuspiciousСпина,2.65  ,0.5 ,19.99 ,1.47 ,500+
https://market.dota2.net/item/145576556-1625510296-Young%20Alchemist%27s%20Knot/,Young Alchemist's Knot,Alchemist,Common StandardШея,2.27  ,0.48 ,1.89 ,0.57 ,93
https://market.dota2.net/item/145576557-0-Ogre%27s%20Caustic%20Steel%20Bracers/,Ogre's Caustic Steel Bracers,Alchemist,Common StandardРуки,0.5  ,0.4 ,19.12 ,0.78 ,500+
https://market.dota2.net/item/329905157-57943523-Flames%20of%20Prosperity%20Set/,Набор «Flames of Prosperity»,Ember Spirit,Mythical StandardН/Д,35.28  ,0.91 ,95 ,21.85 ,15
https://market.dota2.net/item/145576557-4158979697-Ogre%27s%20Caustic%20Steel%20Bracers/,Ogre's Caustic Steel Bracers,Alchemist,Common ОбычнаяРуки,97  ,None,None,None,None
https://market.dota2.net/item/177585229-3361853756-Inscribed%20Bindings%20of%20the%20Rift/,None,Faceless Void,Uncommon InscribedТело/голова,50  ,30 ,30 ,30 ,1
https://market.dota2.net/item/329927013-0-Healing%20Fount%20of%20the%20Lost%20Isles/,Healing Fount of the Lost Isles,Juggernaut,Rare Standard2-я способность,5.57  ,0.5 ,66.55 ,6.12 ,500+
https://market.dota2.net/item/329949540-0-Living%20Nelum/,Living Nelum,Furion,Rare Standard3-я способность,78.7  ,0.5 ,50 ,8.39 ,500+
https://market.dota2.net/item/329949957-0-Staff%20of%20the%20Enduring%20Colt/,Staff of the Enduring Colt,Furion,Rare StandardОружие,30  ,0.5 ,5.95 ,0.69 ,500+
https://market.dota2.net/item/340914969-340885147-Auspicious%20Fiery%20Ward%20of%20Eki%20Bukaw/,None,Shadow Shaman,Rare УдачливыйПризванное существо,10.79  ,0.5 ,30 ,3.35 ,500+
https://market.dota2.net/item/177585262-3076316574-Inscribed%20Sylvan%20Guard%27s%20Dress%20Armor/,None,Drow Ranger,Rare InscribedПлечи,50  ,2.77 ,2.77 ,2.77 ,1
https://market.dota2.net/item/340915286-340885147-Auspicious%20Glaves%20of%20the%20Crescent%20Moon/,None,Luna,Uncommon УдачливыйОружие,3  ,0.5 ,20 ,2.15 ,160
https://market.dota2.net/item/177585275-3361772890-Inscribed%20Omniscient%27s%20Maul/,None,Omniknight,Common InscribedОружие,18.6  ,1.54 ,1.54 ,1.54 ,1
https://market.dota2.net/item/145576567-0-Bow%20of%20the%20Moon%20Rider/,Bow of the Moon Rider,Mirana,Rare StandardОружие,10  ,0.06 ,13.42 ,1.19 ,500+
https://market.dota2.net/item/177585312-2626711810-Inscribed%20Fashion%20of%20Yoskreth/,None,Antimage,Rare InscribedГолова,30  ,None,None,None,None
https://market.dota2.net/item/329971579-3410210060-Inscribed%20Grand%20Voulge%20of%20the%20Dragon%20Guard/,None,Legion Commander,Rare InscribedОружие,50  ,None,None,None,None
https://market.dota2.net/item/340915729-340885147-Auspicious%20Shard%20of%20Vengeance/,None,Antimage,Rare УдачливыйОружие,2.21  ,0.5 ,15.99 ,2.33 ,500+
https://market.dota2.net/item/330018023-3361765264-Inscribed%20Song%20of%20the%20Wild%20Wind/,None,Windranger,Rare InscribedОружие,50  ,None,None,None,None
https://market.dota2.net/item/340918647-340885147-Auspicious%20Announcer%3A%20GLaDOS/,None,None,Комментатор,27.69  ,3 ,79.49 ,20.35 ,500+
https://market.dota2.net/item/177587411-2001279299-Inscribed%20Horn%20Mask/,None,Witch Doctor,Uncommon InscribedГолова,50  ,None,None,None,None
https://market.dota2.net/item/145576583-1507031039-The%20Moon%20Rider%20Set/,Набор «Moon Rider»,Mirana,Н/Д,60  ,0.5 ,48 ,6.59 ,65
https://market.dota2.net/item/340919369-5005004605-Auspicious%20Morok%27s%20Mechanical%20Mediary/,None,None,Mythical AuspiciousКурьер,9.94  ,None,None,None,None
https://market.dota2.net/item/147888890-633772512-Arctic%20Hunter%27s%20Ice%20Axe/,Arctic Hunter's Ice Axe,Tusk,Оружие,20  ,None,None,None,None
https://market.dota2.net/item/340920487-4199455528-Auspicious%20Dead%20Winter%20Soul/,None,Lich,Mythical AuspiciousСпина,15.9  ,None,None,None,None
https://market.dota2.net/item/157810728-177612380-Unusual%20Determined%20Greevil/,None,None,Mythical UnusualКурьер,200  ,11.5 ,130 ,52.48 ,12
https://market.dota2.net/item/157810728-179697308-Unusual%20Greedy%20Greevil/,None,None,Mythical UnusualКурьер,296.44  ,148 ,148 ,148 ,1
https://market.dota2.net/item/179233151-783510730-Blotto%20and%20Stick/,Blotto and Stick,None,Курьер,18.9  ,0.5 ,5.16 ,1.29 ,197
https://market.dota2.net/item/210185782-1507031039-The%20Hare%20Hunt%20Set/,Набор «The Hare Hunt»,Sniper,Rare StandardН/Д,2.36  ,0.5 ,63.16 ,4.17 ,190
https://market.dota2.net/item/210185782-5224720806-The%20Hare%20Hunt%20Set/,Набор The Hare Hunt,Sniper,Rare ОбычнаяН/Д,6.05  ,None,None,None,None
https://market.dota2.net/item/179233152-0-Alphid%20of%20Lecaciida/,Alphid of Lecaciida,None,Курьер,1.58  ,0.48 ,5.99 ,1.29 ,500+
